ÈÕÆÚ,000627.SZ,600291.SH,601318.SH,601319.SH,601336.SH,601601.SH,601628.SH
2015/6/16,14.9028,36.485,39.1203,,58.7849,28.6482,33.1393
2015/6/17,15.0702,36.485,39.3464,,59.2335,28.8157,33.3007
2015/6/18,14.7649,36.485,37.9715,,56.2365,27.3251,31.7434
2015/6/19,13.3366,36.485,36.3796,,53.4017,25.6405,29.455
2015/6/23,13.573,36.485,38.1841,,56.8091,27.1311,30.8603
2015/6/24,13.7602,36.485,38.3831,,56.8855,27.2722,30.8888
2015/6/25,12.7752,36.485,37.2796,,55.9024,26.152,29.455
2015/6/26,11.4947,36.485,35.0228,,52.915,24.7496,27.309
2015/6/29,10.3423,36.485,34.6067,,54.3753,24.8643,27.4989
2015/6/30,10.9234,36.485,37.058,,58.279,26.6195,29.7399
2015/7/1,9.9483,36.485,35.5746,,54.1462,25.1642,28.1731
2015/7/2,8.9535,36.485,35.1901,,50.9774,24.4674,26.7773
2015/7/3,8.0571,36.485,33.6841,,48.0663,24.2204,26.5019
2015/7/6,7.3775,36.485,35.3711,,51.0729,25.8962,29.1511
2015/7/7,6.6388,36.485,38.9077,,53.4399,27.7044,32.0663
2015/7/8,6.6388,36.485,35.0319,,48.095,25.1906,32.5695
2015/7/9,6.6388,36.485,36.3615,,51.1397,26.496,33.8039
2015/7/10,6.6388,36.485,37.171,,53.2777,27.4486,34.2597
2015/7/13,7.2987,36.485,36.4655,,51.7696,26.8488,32.3701
2015/7/14,8.0276,36.485,35.561,,49.2976,25.7022,31.525
2015/7/15,7.8601,36.485,35.7419,,47.3219,25.8257,32.0283
2015/7/16,8.2443,36.485,35.4886,,47.1023,25.6316,31.1262
2015/7/17,9.0717,36.485,36.3886,,48.8108,25.9996,31.3161
2015/7/20,9.2982,36.485,36.6736,,47.8564,25.6316,31.3541
2015/7/21,9.3179,36.485,36.4293,,46.9973,25.7034,30.7464
2015/7/22,9.3376,36.485,35.8414,,46.5106,25.2098,29.8538
2015/7/23,9.8498,36.485,37.3429,,48.9635,25.7663,30.4615
2015/7/24,9.446,36.485,36.461,,47.0164,25.138,29.4835
2015/7/27,8.5004,36.485,33.2754,,42.311,22.6251,26.5399
2015/7/28,7.998,36.485,31.9466,,42.2823,22.8405,26.4259
2015/7/29,8.5496,36.485,31.801,,42.2346,23.0918,26.9482
2015/7/30,8.0571,36.485,31.2276,,41.681,22.6072,26.5779
2015/7/31,7.7419,36.485,30.372,,41.0415,22.3649,26.8153
2015/8/3,7.2593,36.485,30.3629,,41.8337,22.7867,27.5179
2015/8/4,7.9882,36.485,31.1366,,42.7118,23.1187,27.7363
2015/8/5,7.87,36.485,30.2992,,41.2706,22.4008,26.7678
2015/8/6,8.3132,36.485,29.9351,,40.6789,22.0956,26.4734
2015/8/7,8.5792,36.485,30.8453,,41.9865,22.5264,26.7678
2015/8/10,8.9141,36.485,31.9375,,44.3631,23.4957,27.8028
2015/8/11,8.9929,36.485,31.7373,,43.4372,23.2534,27.3375
2015/8/12,8.7762,36.485,30.7543,,42.5496,22.8674,26.6633
2015/8/13,9.0421,36.485,31.0091,,42.8073,22.9572,26.8912
2015/8/14,9.9483,36.485,30.8453,,42.7405,22.7239,26.6728
2015/8/17,9.9089,36.485,30.008,,41.3661,22.2302,25.7708
2015/8/18,8.9141,36.485,28.4789,,39.1708,21.0546,24.7452
2015/8/19,9.2785,36.485,28.5881,,39.1804,21.2161,24.7642
2015/8/20,8.8648,36.485,27.8054,,37.9812,20.7853,23.8147
2015/8/21,8.2837,36.485,26.7496,,35.295,19.7712,22.3239
2015/8/24,7.4563,36.485,24.0737,,31.7645,17.8147,20.9186
2015/8/25,6.7077,36.485,22.8541,,29.0783,17.0608,20.2729
2015/8/26,6.3433,36.485,23.9918,,30.383,18.075,20.8426
2015/8/27,6.7274,36.485,26.3946,,33.4242,19.7173,22.9316
2015/8/28,7.3972,36.485,26.9862,,35.4197,20.0135,23.5298
2015/8/31,7.1017,36.485,27.5687,,37.0026,20.2917,24.1565
2015/9/1,6.3925,36.485,27.4504,,36.4654,20.3725,24.7357
2015/9/2,5.9493,36.485,27.2866,,35.8706,20.5789,25.0966
2015/9/7,6.1561,36.485,26.2854,,34.326,19.6007,23.2924
2015/9/8,6.6191,36.485,27.0863,,35.8802,19.9956,24.1755
2015/9/9,6.9441,36.485,27.6724,,36.2831,20.4802,24.2895
2015/9/10,7.3283,36.485,27.7182,,35.3429,20.6417,24.1185
2015/9/11,7.2396,32.8365,27.3244,,35.4101,20.4533,23.7767
2015/9/14,6.5206,29.5558,27.5991,,34.9784,20.9469,24.9351
2015/9/15,6.166,26.6032,26.9765,,33.3474,20.7046,25.5619
2015/9/16,6.7865,23.9389,27.9746,,35.458,21.4494,26.0461
2015/9/17,6.5994,22.9647,27.709,,34.7673,21.0276,25.1156
2015/9/18,6.8161,22.0898,27.9929,,35.6499,21.2341,24.9636
2015/9/21,7.1805,22.1892,28.35,,35.9281,21.1353,24.9351
2015/9/22,7.1313,21.9109,29.0917,,37.6934,21.4046,25.6568
2015/9/23,7.0229,21.0659,28.176,,36.3886,20.6507,25.1346
2015/9/24,7.2002,21.8711,28.5148,,36.8012,20.5969,25.0966
2015/9/25,6.8949,20.7676,28.5973,,36.5997,20.3904,25.0586
2015/9/28,7.0426,21.5828,28.2951,,36.2639,20.3545,24.8212
2015/9/29,7.1411,20.9565,27.4068,,34.6042,19.834,24.4224
2015/9/30,7.2298,21.3542,27.3427,,34.374,19.9148,24.242
2015/10/8,7.4563,21.8612,28.1119,,35.4772,20.4263,24.5933
2015/10/9,7.6139,22.408,29.0093,,36.9834,21.5033,25.0776
2015/10/12,7.9389,23.7302,29.8884,,38.5664,21.8982,25.5429
2015/10/13,7.9586,23.8594,29.4855,,38.6719,21.9251,25.4574
2015/10/14,7.6828,23.4916,29.0093,,37.1945,21.4135,25.144
2015/10/15,7.8798,24.2173,29.7236,,38.2882,21.7366,25.4479
2015/10/16,8.6678,25.4003,30.0257,,39.4586,22.1854,25.7802
2015/10/19,8.3723,25.0921,30.3737,,40.3028,22.2661,26.0081
2015/10/20,8.9929,24.8038,30.1356,,40.4084,22.3379,25.9037
2015/10/21,8.0965,22.3284,30.0807,,40.9552,22.6162,25.8087
2015/10/22,8.5201,22.7957,30.0898,,41.6747,22.302,25.7233
2015/10/23,8.8648,23.9886,30.8865,,42.7588,22.7687,26.0366
2015/10/26,9.18,24.5553,30.74,,42.7972,22.9123,26.1506
2015/10/27,9.9188,25.291,31.4725,,42.4902,22.7956,26.217
2015/10/28,9.6627,25.4301,30.7217,,40.7921,22.2572,25.5334
2015/10/29,10.559,26.1062,30.566,,40.2932,22.1046,25.2295
2015/10/30,9.8203,25.1319,30.6667,,40.7729,22.1315,25.1535
2015/11/2,8.9633,23.8395,30.2364,,39.4682,22.2213,24.3369
2015/11/3,9.1012,24.4857,30.2364,,39.2955,22.4367,24.4319
2015/11/4,9.7119,26.4839,32.0494,,43.2289,24.3034,26.8722
2015/11/5,9.7612,27.1997,32.3425,,45.5026,24.1418,27.3755
2015/11/6,9.8991,27.8857,33.1391,,48.3231,24.9406,28.439
2015/11/9,9.9089,28.343,33.3772,,47.7187,24.7252,28.344
2015/11/10,9.9089,28.343,33.1941,,47.6036,24.3483,27.8788
2015/11/11,9.9188,28.343,32.8186,,47.4597,24.2944,27.5274
2015/11/12,10.5393,28.343,32.4432,,45.8863,24.0521,27.1571
2015/11/13,10.3423,28.343,32.0952,,45.9439,23.8098,26.8722
2015/11/16,10.3915,28.343,32.1593,,45.8863,23.5405,26.7203
2015/11/17,10.3915,28.343,32.2875,,45.7232,23.729,26.9957
2015/11/18,10.0763,28.343,31.9396,,45.0996,23.72,26.5019
2015/11/19,10.2339,28.343,32.3333,,46.3276,24.2675,26.8437
2015/11/20,10.2339,28.343,32.0861,,45.7232,24.3034,26.7868
2015/11/23,10.5393,28.343,32.022,,45.9918,24.1418,26.7488
2015/11/24,10.8643,28.343,32.022,,46.0686,24.1957,26.7298
2015/11/25,10.884,28.343,32.0861,,46.7018,24.2495,26.7583
2015/11/26,10.7461,31.1763,32.0769,,46.107,24.2585,26.6633
2015/11/27,9.9779,34.2184,30.9872,,42.778,23.6841,25.258
2015/11/30,10.2044,31.8622,30.9506,,42.2216,23.747,24.9826
2015/12/1,10.0862,30.7886,31.2436,,42.778,24.0252,25.3719
2015/12/2,10.3423,32.5581,32.9743,,47.0567,25.7932,27.9072
2015/12/3,10.5885,32.0809,32.9377,,49.7046,25.9817,28.1161
2015/12/4,10.362,30.9576,32.0037,,47.642,24.9675,27.0242
2015/12/7,10.4211,31.385,31.8114,,47.0567,24.6803,26.6348
2015/12/8,10.6673,29.9038,31.5183,,45.8575,24.2495,26.4449
2015/12/9,10.5196,29.8541,31.5366,,47.6036,24.2854,26.7203
2015/12/10,10.096,29.9336,31.5824,,46.0878,24.2854,26.5494
2015/12/11,9.9286,29.1979,31.6557,,45.7136,24.4201,26.1506
2015/12/14,9.9976,31.1067,32.6172,,50.2898,25.3893,27.9737
2015/12/15,9.9483,30.8383,32.2875,,49.1002,24.7701,27.2426
2015/12/16,10.5787,30.9377,32.2417,,48.9371,24.797,27.0716
2015/12/17,10.6772,31.4149,32.5164,,49.7238,24.9765,27.3945
2015/12/18,10.5393,31.1564,32.7728,,49.7813,25.0393,27.328
2015/12/21,11.0712,30.4406,33.7893,,52.1222,25.7304,28.1731
2015/12/22,10.9628,29.3272,33.8167,,52.1606,26.2599,28.1826
2015/12/23,10.7954,29.7049,33.8625,,52.928,26.556,28.2966
2015/12/24,10.6378,29.8143,33.8076,,52.9568,26.7445,28.8853
2015/12/25,10.7363,29.9634,33.7893,,52.1606,27.283,28.5339
2015/12/28,10.4506,28.4722,32.6904,,49.9636,26.2329,27.4799
2015/12/29,10.5393,28.9395,33.1025,,50.4913,26.1701,27.5274
2015/12/30,10.7855,28.8699,32.7454,,50.0979,25.865,27.1001
2015/12/31,10.5984,28.9395,32.9651,,50.0883,25.9009,26.8817
2016/1/4,9.7119,26.0465,31.1795,,45.09,24.4111,24.9446
2016/1/5,9.4066,25.5693,31.5916,,46.107,24.8419,25.4954
2016/1/6,9.5543,25.957,31.6191,,46.1549,25.1021,25.5619
2016/1/7,8.5989,24.0185,30.9231,,41.7994,22.9572,23.7672
2016/1/8,8.5398,26.4243,31.0788,,43.5359,23.8277,24.1565
2016/1/11,7.6828,24.8933,29.3298,,40.4371,22.8046,22.4473
2016/1/12,7.6927,26.1559,29.4946,,40.7345,23.2623,22.6277
2016/1/13,7.1411,25.0424,29.2932,,39.5737,23.0828,22.153
2016/1/14,7.3972,25.5693,29.2932,,40.3796,23.37,22.5043
2016/1/15,6.9244,24.2769,28.5698,,37.6934,22.9662,22.077
2016/1/18,7.1116,24.6945,28.4507,,37.6934,22.5354,22.058
2016/1/19,7.4859,25.6091,28.8536,,39.2667,22.67,22.6847
2016/1/20,7.7813,25.122,27.9563,,38.1443,21.7097,21.8586
2016/1/21,7.4662,25.122,27.6083,,36.782,21.4405,21.1749
2016/1/22,7.7616,25.122,27.6724,,37.5495,21.4674,21.1275
2016/1/25,7.9488,25.122,27.709,,37.7221,21.3597,21.1275
2016/1/26,7.1707,25.122,26.7659,,35.1319,20.2289,19.7126
2016/1/27,7.0623,25.122,26.7567,,34.2205,20.2379,19.2948
2016/1/28,6.8555,25.122,26.83,,33.7216,20.175,18.8485
2016/1/29,7.3578,25.122,27.6358,,35.3237,20.884,19.4088
2016/2/1,7.0229,25.122,27.0406,,34.4411,20.6148,18.8106
2016/2/2,7.2199,25.122,27.4435,,35.3813,20.902,19.0764
2016/2/3,7.2889,25.122,27.1413,,34.8249,20.4443,18.7441
2016/2/4,7.3874,25.122,27.2054,,35.5156,20.7135,18.991
2016/2/5,7.476,25.122,27.1596,,35.2374,20.5789,18.8865
2016/2/15,7.2692,25.122,26.949,,34.892,20.2109,18.6681
2016/2/16,7.5055,25.122,27.5808,,36.2927,20.8392,19.3708
2016/2/17,8.2541,25.122,27.5076,,36.5421,20.8481,19.4942
2016/2/18,8.2541,25.122,27.3885,,36.2255,21.0815,19.2474
2016/2/19,8.2541,25.122,27.3977,,36.3119,20.9558,19.1619
2016/2/22,8.2541,25.122,28.3592,,38.48,21.7097,21.08
2016/2/23,8.2541,25.122,27.9288,,37.6262,21.3418,20.5103
2016/2/24,8.2541,25.122,27.8464,,37.6838,21.4046,21.0135
2016/2/25,8.2541,25.122,26.5186,,34.2397,20.5161,19.2379
2016/2/26,8.2541,25.122,26.6468,,34.2684,20.9917,19.5132
2016/2/29,8.2541,25.122,26.5644,,32.4456,21.0994,18.877
2016/3/1,8.2541,25.122,26.7933,,33.4434,21.3597,19.6272
2016/3/2,8.2541,25.122,27.6358,,35.0071,21.97,20.6527
2016/3/3,8.2541,25.122,27.8189,,35.2758,22.0597,20.985
2016/3/4,8.2541,25.122,28.8903,,36.2639,22.5803,21.5643
2016/3/7,8.2541,25.122,28.4324,,36.2159,22.0687,21.2319
2016/3/8,8.2541,25.122,28.6614,,35.8898,22.2302,21.0705
2016/3/9,8.2541,25.122,28.7346,,34.9784,22.5085,20.8996
2016/3/10,8.2541,25.122,28.1486,,34.0478,21.8802,20.3014
2016/3/11,7.4957,25.122,28.4233,,34.2684,22.1046,20.5577
2016/3/14,7.6828,25.122,28.4874,,34.9592,21.979,20.8141
2016/3/15,7.3874,25.122,28.7163,,35.3621,22.2302,22.134
2016/3/16,7.0919,25.122,29.4214,,35.4676,22.8046,22.0295
2016/3/17,7.2692,25.122,29.3023,,36.1008,22.5174,21.9536
2016/3/18,7.7518,25.122,29.4122,,36.9163,22.5623,21.9821
2016/3/21,8.0965,25.122,30.0624,,39.2187,23.37,22.7607
2016/3/22,7.9685,26.9412,29.3939,,37.9044,23.2444,22.2099
2016/3/23,8.0571,26.2851,29.5404,,38.5472,23.5046,22.5708
2016/3/24,7.7616,25.2611,29.1192,,37.3192,23.1367,22.153
2016/3/25,7.9783,25.7781,29.3573,,38.2786,23.5944,22.6277
2016/3/28,7.8306,25.3108,28.8079,,37.6454,23.02,22.2099
2016/3/29,7.673,24.7839,28.6156,,37.8181,22.8944,22.191
2016/3/30,7.8995,25.2413,29.2932,,39.2571,23.6213,22.8746
2016/3/31,7.8404,25.0126,29.1284,,38.9213,23.5405,22.6562
2016/4/1,7.8306,24.3167,29.2291,,38.5184,23.6662,22.7607
2016/4/5,7.9882,24.9629,29.3023,,38.9501,23.72,22.8272
2016/4/6,7.9488,24.7541,29.0643,,38.5184,23.4598,22.5898
2016/4/7,7.9586,24.3565,28.7255,,37.6838,23.3162,22.1435
2016/4/8,7.7715,23.5711,28.5332,,37.1369,23.3252,21.7921
2016/4/11,7.8897,24.0483,28.8536,,37.7989,23.3341,22.058
2016/4/12,7.7912,24.2073,28.8903,,37.9524,23.3341,21.9536
2016/4/13,7.9094,24.6149,29.2199,,38.576,23.5585,22.2764
2016/4/14,7.9587,24.4658,29.3207,,38.787,23.5944,22.4948
2016/4/15,8.511,24.5752,29.2932,,38.7007,23.7649,22.3334
2016/4/18,8.9252,24.1079,29.11,,37.9044,23.7559,22.001
2016/4/19,8.7082,24.3565,29.2382,,37.8756,23.9085,21.9536
2016/4/20,8.2743,23.5114,29.4946,,37.5495,24.5996,21.9536
2016/4/21,8.1855,23.5512,29.5038,,37.5111,24.7342,21.2889
2016/4/22,8.225,23.6904,29.6869,,37.9236,24.8149,21.118
2016/4/25,8.1658,24.1179,29.5954,,38.3649,24.9226,20.7951
2016/4/26,8.5011,24.1378,29.6595,,38.5184,24.9406,20.8996
2016/4/27,8.6293,24.0781,29.5404,,38.3841,24.8867,20.8426
2016/4/28,8.4321,23.8495,29.4763,,38.4609,24.8778,20.7002
2016/4/29,8.4814,24.2073,29.339,,38.2786,24.779,20.5957
2016/5/3,8.6786,24.5454,29.2199,,38.3745,24.5098,20.966
2016/5/4,8.58,24.4161,29.2382,,38.269,24.4829,20.9091
2016/5/5,8.511,24.2272,29.2566,,38.1634,24.429,20.8616
2016/5/6,8.1461,23.1734,28.7529,,37.1273,23.4328,20.0545
2016/5/9,7.8798,21.4115,28.5332,,36.9834,23.2982,19.4373
2016/5/10,7.9291,22.2178,28.5606,,36.7436,23.1457,19.2379
2016/5/11,7.8009,21.6903,28.6156,,37.0026,23.1816,19.5227
2016/5/12,7.722,21.2025,29.0368,,37.7221,23.8636,19.988
2016/5/13,7.5938,20.9736,29.0459,,37.8277,23.8636,19.6936
2016/5/16,7.6924,20.9238,28.9452,,37.9716,23.738,19.6462
2016/5/17,7.6135,20.7048,28.8536,,38.0867,23.729,19.6841
2016/5/18,7.2684,19.7293,29.1284,,38.6623,24.1777,19.7126
2016/5/19,7.1993,19.5401,29.1467,,38.6623,24.1508,19.5322
2016/5/20,7.2684,19.361,29.1375,,38.7391,24.1957,19.6082
2016/5/23,7.3473,19.9184,29.1467,,38.3745,24.1059,19.6367
2016/5/24,7.3571,19.7492,28.9727,,37.7893,23.7739,19.5132
2016/5/25,7.2585,19.5103,28.9452,,37.655,23.8547,19.4468
2016/5/26,7.2881,19.3411,28.9635,,37.9812,23.8816,19.6746
2016/5/27,7.2881,19.3212,28.9361,,37.8948,23.9265,19.5702
2016/5/30,7.219,18.9429,29.2199,,38.1634,24.1239,19.7031
2016/5/31,7.5839,20.0578,29.9616,,40.5619,24.4919,20.5292
2016/6/1,7.6135,19.8885,29.5679,,40.2549,24.2675,20.5103
2016/6/2,7.6628,19.9284,29.4946,,40.2836,24.1508,20.5103
2016/6/3,7.6431,20.0777,29.6137,,40.3028,24.3034,20.5577
2016/6/6,7.5642,20.1374,29.4031,,39.7848,24.2944,20.3014
2016/6/7,7.5248,19.8786,29.4305,,40.015,24.3034,20.3108
2016/6/8,7.5642,19.8786,29.4397,,39.5161,24.2585,20.3868
2016/6/13,7.1007,18.5646,29.1192,,37.9524,24.1149,19.6367
2016/6/14,7.1796,18.3556,29.284,,38.4704,24.1688,19.7791
2016/6/15,7.3177,18.5845,29.284,,38.7774,24.1329,19.8836
2016/6/16,7.2486,18.4551,29.2749,,38.1539,24.1957,19.7411
2016/6/17,7.4952,18.3954,29.284,,38.4225,24.3213,19.7605
2016/6/20,7.3768,18.3755,29.4122,,38.4225,24.3303,19.7896
2016/6/21,7.2684,18.4054,29.3573,,38.4417,24.3213,19.7605
2016/6/22,7.6037,18.4253,29.3756,,38.6431,24.2316,19.964
2016/6/23,7.505,18.3456,29.3023,,38.4321,23.9713,19.9156
2016/6/24,7.3966,18.3357,28.8903,,37.8181,23.9803,20.1288
2016/6/27,7.4952,18.4551,29.0093,,38.173,23.9803,20.0125
2016/6/28,7.5445,18.8533,29.165,,38.5088,23.9893,20.0706
2016/6/29,7.5445,19.8089,29.4489,,39.0173,24.1418,20.2741
2016/6/30,7.6234,19.779,29.339,,38.7583,24.2675,20.1772
2016/7/1,7.5642,19.5103,29.4672,,38.9597,24.2585,20.1869
2016/7/4,7.7023,19.9582,29.7052,,39.7368,24.6175,20.6715
2016/7/5,7.8009,20.0179,29.6867,,39.4586,24.3393,20.6715
2016/7/6,7.8798,20.0379,29.6127,,39.3722,24.1149,20.5455
2016/7/7,8.1461,20.4161,29.5757,,39.1228,24.1508,20.6909
2016/7/8,8.0376,20.0876,29.4183,,38.8926,23.9893,20.497
2016/7/11,7.9488,19.8985,29.4275,,39.1324,24.0611,20.468
2016/7/12,8.1658,20.1374,30.0015,,40.7729,24.4739,20.7587
2016/7/13,8.1658,20.9636,30.0478,,40.8593,24.5457,21.001
2016/7/14,8.0869,20.6749,30.0755,,40.6194,24.5726,20.9332
2016/7/15,8.0277,20.4062,30.1681,,40.4275,24.6265,21.0204
2016/7/18,8.0573,20.0677,30.2607,,40.1877,24.6085,20.9719
2016/7/19,8.0179,20.2071,29.9737,,39.6121,24.3483,20.6715
2016/7/20,8.1954,20.0578,29.9089,,39.2475,24.4739,20.6036
2016/7/21,8.6589,20.0876,30.1311,,39.5161,24.6355,20.7006
2016/7/22,8.935,19.799,29.8996,,39.0748,24.3213,20.497
2016/7/25,9.4873,20.2071,29.8996,,38.8446,24.3213,20.468
2016/7/26,9.4183,20.4559,30.1033,,39.3339,24.3034,20.594
2016/7/27,9.2605,19.2017,30.3532,,39.1132,24.7701,20.7587
2016/7/28,9.0337,19.132,30.0385,,38.3937,24.3752,20.4777
2016/7/29,8.7575,19.0623,29.9644,,38.1443,24.0431,20.2935
2016/8/1,8.4518,18.8135,29.8811,,38.0387,23.9624,20.0997
2016/8/2,8.4814,18.9827,29.8811,,38.1251,23.9983,20.1578
2016/8/3,8.6096,19.0524,29.7886,,37.9332,23.9713,20.0222
2016/8/4,8.6392,19.1121,29.7608,,38.0483,23.9893,19.964
2016/8/5,8.58,19.132,29.7886,,38.2114,23.9713,19.9349
2016/8/8,8.4025,19.3411,29.8719,,38.48,24.097,20.1385
2016/8/9,8.5208,19.3809,30.1218,,38.5952,24.1777,20.1869
2016/8/10,8.4419,19.351,30.1218,,38.4502,24.2495,20.0997
2016/8/11,8.5406,19.8388,30.3532,,40.0926,24.0632,20.4098
2016/8/12,8.6293,20.227,30.992,,41.8315,24.3614,20.7199
2016/8/15,9.0139,21.1627,31.9917,,45.0776,24.9299,21.7085
2016/8/16,8.9055,20.9437,31.3993,,44.1308,24.5851,21.3014
2016/8/17,8.9745,21.0631,31.4455,,43.7057,24.641,21.2433
2016/8/18,8.866,20.7645,31.8714,,43.4642,24.5757,21.4177
2016/8/19,8.7082,20.7347,31.9547,,42.759,24.6037,21.1173
2016/8/22,8.5702,20.446,31.8991,,42.5078,24.6223,20.9428
2016/8/23,8.6096,20.9039,32.2509,,42.9136,24.6223,21.1173
2016/8/24,8.6688,20.3265,31.7788,,41.8315,24.6223,20.9138
2016/8/25,8.4617,19.9184,31.5566,,41.5707,24.6223,20.875
2016/8/26,8.5307,19.9284,31.5566,,41.3485,24.7062,20.8944
2016/8/29,8.5899,19.8288,31.714,,41.5127,24.9112,20.7103
2016/8/30,8.4814,19.8686,31.6677,,41.6673,24.8833,20.7587
2016/8/31,8.4124,20.0677,31.677,,42.1793,25.6009,20.9235
2016/9/1,8.3926,19.7193,31.8158,,41.0297,26.0762,21.0301
2016/9/2,8.363,19.3112,32.2694,,41.2422,26.3092,21.1076
2016/9/5,8.4025,19.5501,32.3625,,41.0973,26.0948,21.0591
2016/9/6,8.4814,19.6696,32.7163,,41.7156,26.4583,21.1464
2016/9/7,8.5011,19.7691,32.7815,,41.8895,27.0641,21.253
2016/9/8,8.4419,19.7293,32.9397,,41.6673,27.2505,21.2142
2016/9/9,8.4222,19.6198,33.0142,,41.3968,27.3996,21.3886
2016/9/12,8.008,18.8334,32.6977,,40.4694,27.12,21.127
2016/9/13,8.0277,18.8633,32.3253,,39.9863,26.4676,20.9816
2016/9/14,7.9784,18.7339,31.9342,,39.6772,26.5235,20.7684
2016/9/19,8.0179,18.9827,32.558,,39.909,26.5888,20.9913
2016/9/20,7.9488,18.9429,32.4463,,39.967,26.859,20.8459
2016/9/21,8.0376,18.9329,32.2787,,40.0346,27.0734,20.9138
2016/9/22,8.0475,19.0424,32.5953,,40.6916,27.5207,21.2239
2016/9/23,7.9883,19.1022,32.4835,,40.5177,27.4834,21.1657
2016/9/26,7.7417,18.7637,32.0087,,39.6095,27.0454,20.8847
2016/9/27,7.791,18.9927,31.9901,,39.9283,26.9429,20.9719
2016/9/28,7.7615,19.2515,31.7853,,39.8607,27.0081,20.8169
2016/9/29,7.7615,19.142,31.8318,,40.1602,26.9988,20.8556
2016/9/30,7.8009,19.2117,31.8039,,39.8124,26.7938,20.749
2016/10/10,8.0475,19.4904,32.2135,,40.3824,27.5021,21.0688
2016/10/11,8.0672,19.5003,32.0087,,40.6819,27.8655,21.1367
2016/10/12,8.0573,19.7094,31.9342,,40.6336,28.4434,21.127
2016/10/13,8.0672,19.4506,31.7666,,40.5563,27.7724,21.001
2016/10/14,8.008,19.3908,31.7573,,40.6819,27.5207,20.9041
2016/10/17,7.9193,19.2216,31.5991,,40.1795,26.654,20.7199
2016/10/18,8.0475,19.4904,31.8411,,40.8075,27.2784,20.9332
2016/10/19,8.0179,19.351,31.7666,,40.45,27.1945,20.7199
2016/10/20,8.0573,19.3411,31.7853,,40.421,27.1479,20.6521
2016/10/21,8.0475,19.2614,31.8598,,40.3824,27.2784,20.8459
2016/10/24,8.1362,19.8686,32.1111,,41.2422,27.2691,21.1754
2016/10/25,8.1362,19.8885,32.167,,40.9717,27.1573,21.0688
2016/10/26,8.0573,20.1872,32.046,,40.9041,27.2132,20.9816
2016/10/27,8.008,20.0279,31.8318,,40.5949,27.2225,20.9138
2016/10/28,7.9883,19.7392,32.1484,,40.9234,27.3809,21.1076
2016/10/31,7.9291,19.6397,32.2229,,40.8558,27.325,21.156
2016/11/1,7.9686,19.799,32.6418,,41.1843,27.3809,21.2045
2016/11/2,7.939,19.57,32.2229,,40.6916,27.325,21.001
2016/11/3,7.9784,19.8189,32.558,,41.3292,27.763,21.3111
2016/11/4,7.9094,19.6795,32.5208,,41.4354,27.7724,21.2723
2016/11/7,7.8108,19.9284,32.5766,,41.7542,27.7444,21.3886
2016/11/8,7.8502,20.2469,32.586,,41.9958,27.9774,21.5049
2016/11/9,7.7417,20.1075,32.316,,41.7929,27.7724,21.127
2016/11/10,7.8502,20.5057,32.5301,,42.0634,27.791,21.6212
2016/11/11,7.9883,21.2423,32.5766,,43.4546,27.9494,21.941
2016/11/14,7.9883,21.1527,32.5394,,43.4159,27.9494,22.1155
2016/11/15,7.9784,20.8641,32.5487,,43.0874,27.9401,22.1252
2016/11/16,7.9883,20.7546,32.6046,,42.8266,27.9401,22.2705
2016/11/17,7.9587,20.9935,32.586,,42.7686,27.9587,22.1543
2016/11/18,7.9488,20.7247,32.5953,,42.701,28.0706,22.2609
2016/11/21,8.2743,21.5808,33.4239,,45.1452,28.8068,23.9956
2016/11/22,8.2644,21.8495,33.6287,,46.121,28.7882,25.2845
2016/11/23,8.1757,21.6604,33.4984,,45.0293,28.7602,24.9841
2016/11/24,8.2348,21.8595,33.908,,45.6766,28.9746,25.1392
